Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1992-04-09,394.5,401.04,394.5,400.64,257144439
1992-04-10,400.59,405.12,400.59,404.29,221700006
1992-04-13,404.28,406.08,403.9,406.08,159044444
1992-04-14,406.08,413.86,406.08,412.39,256811117
1992-04-15,412.39,416.28,412.39,416.28,255233327
1992-04-16,416.28,416.28,413.4,416.04,259144439
1992-04-20,416.05,416.05,407.93,410.18,213311099
1992-04-21,410.16,411.09,408.2,410.26,238288877
1992-04-22,410.26,411.3,409.23,409.81,243166673
1992-04-23,409.81,411.6,406.86,411.6,262066679
1992-04-24,411.6,412.48,408.74,409.02,221455550
1992-04-27,409.03,409.6,407.64,408.45,192111111
1992-04-28,408.45,409.69,406.33,409.11,210244456
1992-04-29,409.11,412.31,409.11,412.02,229755544
1992-04-30,412.02,414.95,412.02,414.95,248433327
1992-05-01,414.95,415.21,409.87,412.53,197099994
1992-05-04,412.54,417.84,412.54,416.91,193933333
1992-05-05,416.91,418.53,415.77,416.84,222833327
1992-05-06,416.84,418.48,416.4,416.79,222166661
1992-05-07,416.79,416.84,415.38,415.85,187755556
1992-05-08,415.87,416.85,414.41,416.05,187466667
1992-05-11,416.05,418.75,416.05,418.49,173033339
1992-05-12,418.49,418.68,414.69,416.29,214299994
1992-05-13,416.29,417.04,415.86,416.45,195388895
1992-05-14,416.45,416.52,411.82,413.14,210166661
1992-05-15,413.14,413.14,409.85,410.09,214155567
1992-05-18,410.13,413.34,410.13,412.81,168200000
1992-05-19,412.82,416.51,412.26,416.37,207922228
1992-05-20,416.37,416.83,415.37,415.39,220200012
1992-05-21,415.4,415.41,411.57,412.6,205399988
1992-05-22,412.61,414.82,412.6,414.02,163011105
1992-05-26,414.02,414.02,410.23,411.41,219666679
1992-05-27,411.41,412.68,411.06,412.17,202488889
1992-05-28,412.17,416.77,411.81,416.74,217000012
1992-05-29,416.74,418.36,415.35,415.35,226677784
1992-06-01,415.35,417.3,412.44,417.3,200888889
1992-06-02,417.3,417.3,413.5,413.5,225066667
1992-06-03,413.5,416.54,413.04,414.59,239744450
1992-06-04,414.6,414.98,412.97,413.26,227166673
1992-06-05,413.26,413.85,410.97,413.48,221166673
1992-06-08,413.48,413.95,412.03,413.36,179155556
1992-06-09,413.4,413.56,409.3,410.06,212411117
1992-06-10,410.06,410.1,406.81,407.25,234166661
1992-06-11,407.25,409.05,406.11,409.05,227533321
1992-06-12,409.08,411.86,409.08,409.76,202066679
1992-06-15,409.76,411.68,408.13,410.29,182311111
1992-06-16,410.29,411.4,408.32,408.32,216000000
1992-06-17,408.33,408.33,401.98,402.26,253066667
1992-06-18,402.26,402.68,400.51,400.96,250666667
1992-06-19,400.96,404.23,400.96,403.67,259400012
1992-06-22,403.64,403.64,399.92,403.4,188188895
1992-06-23,403.4,405.41,403.4,404.04,210211105
1992-06-24,404.05,404.76,403.26,403.84,215411105
1992-06-25,403.83,405.53,402.01,403.12,203288889
1992-06-26,403.12,403.51,401.94,403.45,171588883
1992-06-29,403.47,408.96,403.47,408.94,196388883
1992-06-30,408.94,409.63,407.85,408.14,217255561
1992-07-01,408.2,412.88,408.2,412.88,238055561
1992-07-02,412.88,415.71,410.07,411.77,244666667
1992-07-06,411.77,413.84,410.46,413.84,207688889
1992-07-07,413.83,415.33,408.58,409.16,251166673
1992-07-08,409.15,410.28,407.2,410.28,223366661
1992-07-09,410.28,414.69,410.26,414.23,231088877
1992-07-10,414.23,415.88,413.34,414.62,183077784
1992-07-13,414.62,415.86,413.93,414.87,165411105
1992-07-14,414.86,417.69,414.33,417.68,217300006
1992-07-15,417.68,417.81,416.29,417.1,229511111
1992-07-16,417.04,417.93,414.79,417.54,229888901
1992-07-17,417.54,417.54,412.96,415.62,213466667
1992-07-20,415.62,415.62,410.72,413.75,184177778
1992-07-21,413.75,414.92,413.1,413.76,193066667
1992-07-22,413.74,413.74,409.95,410.93,211288889
1992-07-23,410.93,412.08,409.81,412.08,194988895
1992-07-24,412.07,412.07,409.93,411.6,182100006
1992-07-27,411.6,412.67,411.27,411.54,183000000
1992-07-28,411.55,417.55,411.55,417.52,242288877
1992-07-29,417.52,423.02,417.52,422.23,306500006
1992-07-30,422.2,423.94,421.57,423.92,214900006
1992-07-31,423.92,424.8,422.46,424.21,192133333
1992-08-03,424.19,425.09,422.84,425.09,182733333
1992-08-04,425.09,425.14,423.1,424.36,185288889
1992-08-05,424.35,424.35,421.92,422.19,191611117
1992-08-06,422.19,422.36,420.26,420.59,201600000
1992-08-07,420.59,423.45,418.51,418.88,211822222
1992-08-10,418.87,419.42,417.04,419.42,158311111
1992-08-11,419.45,419.72,416.53,418.9,193266667
1992-08-12,418.89,419.75,416.43,417.78,196177778
1992-08-13,417.78,419.88,416.4,417.73,206388883
1992-08-14,417.74,420.4,417.74,419.91,185355556
1992-08-17,419.89,421.89,419.44,420.74,169811105
1992-08-18,420.74,421.4,419.78,421.34,190833327
1992-08-19,421.34,421.62,418.19,418.19,207855550
1992-08-20,418.19,418.85,416.93,418.26,203799988
1992-08-21,418.27,420.35,413.58,414.85,227555556
1992-08-24,414.8,414.8,410.07,410.72,184100006
1992-08-25,410.73,411.64,408.3,411.61,225288889
1992-08-26,411.65,413.61,410.53,413.51,190955556
1992-08-27,413.51,415.83,413.51,413.53,198444444
1992-08-28,413.54,414.95,413.38,414.84,169177778
1992-08-31,414.87,415.29,413.76,414.03,179422222
1992-09-01,414.03,416.07,413.35,416.07,191866667
1992-09-02,416.07,418.28,415.31,417.98,208311111
1992-09-03,417.98,420.31,417.49,417.98,236111123
1992-09-04,417.98,418.62,416.76,417.08,138200000
1992-09-08,417.08,417.18,414.3,414.44,179377778
1992-09-09,414.44,416.44,414.44,416.36,198666667
1992-09-10,416.34,420.52,416.34,419.95,246655550
1992-09-11,419.95,420.58,419.13,419.58,200622222
1992-09-14,419.65,425.27,419.65,425.27,278822210
1992-09-15,425.22,425.22,419.54,419.77,235400012
1992-09-16,419.71,422.44,417.77,419.92,257166673
1992-09-17,419.92,421.43,419.62,419.93,209188883
1992-09-18,419.92,422.93,419.92,422.93,263822222
1992-09-21,422.9,422.9,421.18,422.14,171044444
1992-09-22,422.14,422.14,417.13,417.14,209788895
1992-09-23,417.14,417.88,416,417.44,228555567
1992-09-24,417.46,419.01,417.46,418.47,208844444
1992-09-25,418.47,418.63,412.71,414.35,237411105
1992-09-28,414.35,416.62,413,416.62,176400000
1992-09-29,416.62,417.38,415.34,416.8,189722216
1992-09-30,416.79,418.58,416.67,417.8,204966661
